parent_name,parent_smiles,child_name,child_smiles,enzymes,origin,source
indiplon,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,N-Desmethylindiplon,CC(O)=Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CYP3A4; CYP1A2,indiplon,MetXBioDB
indole,c1ccc2[nH]ccc2c1,,Oc1c[nH]c2ccccc12,CYP2A6;CYP2C19;CYP2E1,indole,MetXBioDB
indole,c1ccc2[nH]ccc2c1,,OC1=Nc2ccccc2C1,CYP2A6;CYP2C19;CYP2E1,indole,MetXBioDB
indole,c1ccc2[nH]ccc2c1,,Oc1ccc2cc[nH]c2c1,CYP2A6;CYP2C19;CYP2E1,indole,MetXBioDB
indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,O-Desmethylindomethacin,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,CYP2C9 (major); CYP2C19 (minor); CYP2D6 (minor); CYP1A2 (minor),indomethacin,MetXBioDB
"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone",Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2O,CYP2D6,"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone",MetXBioDB
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,O=c1c(-c2ccccc2)coc2cc(O)ccc12,CYP1A2;CYP2C9;CYP2C19;CYP3A4,ipriflavone,MetXBioDB
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,CC(CO)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CYP1A2;CYP2C9;CYP2C19,ipriflavone,MetXBioDB
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,CC(C)Oc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,CYP1A2;CYP2C9;CYP2C19,ipriflavone,MetXBioDB
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"2-(3-hydroxybutyl)-3-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1,3-diazaspiro[4.4]non-1-en-4-one",CC(O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CYP2C9,irbesartan,MetXBioDB
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CYP2C9,irbesartan,MetXBioDB
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M3,O=C(O)CCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CYP2C9,irbesartan,MetXBioDB
irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7-ethyl-10-[4-N-(5-aminopentanoic acid)-1-piperidino] carbonyloxycamptothecin,CCc1c2c(nc3ccc(OC(=O)N4CCC(NCCCCC(=O)O)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CYP3A4; CYP3A5,irinotecan,MetXBioDB
isoquinoline,c1ccc2cnccc2c1,isoquinoline N-oxide,[O-][n+]1ccc2ccccc2c1,CYP3A4; CYP2E1,isoquinoline,MetXBioDB
isotretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,,CC1=C(/C=C/C(C)=C(O)/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,CYP2B6;CYP2C8;CYP3A4,isotretinoin,MetXBioDB
isoursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CCC12C,CYP3A4,isoursodeoxycholic acid,MetXBioDB
isoursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,CYP3A4,isoursodeoxycholic acid,MetXBioDB
ivermectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C\C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C/[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,,COC1CC(OC2/C(C)=C\CC3CCC(CC4(CCC(C(C)C)CO4)O3)OC(=O)C3C=C(C)C(O)C4CC/C(=C\C=C/C2C)C34O)OC(C)C1OC1CC(O)C(O)C(C)O1,CYP3A4,ivermectin,MetXBioDB
ivermectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C\C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C/[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,,COC1CC(OC2(O)C(C)OC(OC3/C(C)=C\CC4CCC(CC5(CCC(C(C)C)CO5)O4)OC(=O)C4C=C(C)C(O)C5CC/C(=C\C=C/C3C)C45O)CC2OC)OC(C)C1O,CYP3A4,ivermectin,MetXBioDB
ivermectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C\C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C/[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,,COC1CC(OC2C(C)OC(OC3/C(C)=C\CC4CCC(CC5(CCC(C(C)(C)O)CO5)O4)OC(=O)C4C=C(C)C(O)C5CC/C(=C\C=C/C3C)C45O)CC2OC)OC(C)C1O,CYP3A4,ivermectin,MetXBioDB
k-11777,CN1CCN(C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,N-oxide k-11777,C[N+]1([O-])CCN(C(O)=NC(Cc2ccccc2)C(O)=NC(/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,CYP3A4,k-11777,MetXBioDB
k-11777,CN1CCN(C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,N-desmethyl k-11777,O=S(=O)(/C=C/C(CCc1ccccc1)N=C(O)C(Cc1ccccc1)N=C(O)N1CCNCC1)c1ccccc1,CYP3A4;CYP2D6,k-11777,MetXBioDB
"N-[(2S)-1-[[(E,3S)-1-(benzenesulfonyl)-5-phenylpent-1-en-3-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpiperazine-1-carboxamide",CN1CCN(C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,b-hydroxy-homoPhe K11777,CN1CCN(C(O)=NC(Cc2ccccc2)C(O)=NC(/C=C/S(=O)(=O)c2ccccc2)C(O)Cc2ccccc2)CC1,CYP3A4,"N-[(2S)-1-[[(E,3S)-1-(benzenesulfonyl)-5-phenylpent-1-en-3-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpiperazine-1-carboxamide",MetXBioDB
kaempferide,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,4'-OH-galangin,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CYP1A2 ; CYP2C9,kaempferide,MetXBioDB
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Norketobemidone,CCC(=O)C1(c2cccc(O)c2)CCNCC1,CYP3A4; CYP2C9,ketobemidone,MetXBioDB
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,O-demethyl-KR-60436,Cc1cc(O)ccc1N1CCc2c1c1cccc(OC(F)(F)F)c1[nH]c2=NCCO,CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP3A4,kr-60436,MetXBioDB
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=N)c(C)c1,CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP3A4,kr-60436,MetXBioDB
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,COc1ccc(-n2ccc3c(=NCCO)[nH]c4c(OC(F)(F)F)cccc4c32)c(C)c1,CYP2D6;CYP3A4,kr-60436,MetXBioDB
"2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole",Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,OC(CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1)c1cccc(F)c1,CYP2C8;CYP3A4,"2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole",MetXBioDB
l_775606,Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1,CYP2C8;CYP3A4,l_775606,MetXBioDB
l-cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,Dechloroethyl cyclophosphamide,O=[P@]1(NCCCl)NCCCO1,CYP2B6; CYP3A4; CYP3A5,l-trofosfamide,MetXBioDB
l-cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,2-chloroacetaldehyde,O=CCCl,CYP2B6; CYP3A4; CYP3A5,l-trofosfamide,MetXBioDB
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,3-Dechloroethylifosfamide,O=[P@@]1(NCCCl)NCCCO1,CYP2B6; CYP3A4; CYP3A5,l-trofosfamide,MetXBioDB
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,chloroacetaldehyde,O=CCCl,CYP2B6; CYP3A4; CYP3A5,l-trofosfamide,MetXBioDB
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,2-Dechloroethylifosfamide,N[P@@]1(=O)OCCCN1CCCl,CYP2B6; CYP3A4; CYP3A5,l-trofosfamide,MetXBioDB
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,4-Hydroxyifosfamide,O=[P@]1(NCCCl)OCCC(O)N1CCCl,CYP2B6 (major); CYP3A4 (major); CYP2A6 (minor); CYP2C8 (minor); CYP2C9 (minor); CYP2C19 (minor); CYP3A5 (minor),l-trofosfamide,MetXBioDB
l-trofosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,l-ifosfamide,O=[P@@]1(N(CCCl)CCCl)OCCC(O)N1CCCl,CYP3A4; CYP2B6; CYP2A6; CYP2C9,l-trofosfamide,MetXBioDB
l-trofosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,Ifosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,CYP3A4; CYP2B6,l-trofosfamide,MetXBioDB
l-trofosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,l-cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,CYP3A4; CYP2B6,l-trofosfamide,MetXBioDB
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccc(O)cc1,CYP3A4,laquinimod,MetXBioDB
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(O)=Nc2ccccc2)c(O)c2c(Cl)cccc21,CYP3A4,laquinimod,MetXBioDB
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)nc2cccc(Cl)c2c1O)c1ccccc1,CYP3A4,laquinimod,MetXBioDB
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)ccc(O)c2n(C)c1=O)c1ccccc1,CYP3A4,laquinimod,MetXBioDB
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1,CYP3A4,laquinimod,MetXBioDB
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,6-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)c(O)ccc2n(C)c1=O)c1ccccc1,CYP3A4,laquinimod,MetXBioDB
lauric acid,CCCCCCCCCCCC(=O)O,12-Hydroxylauric acid,O=C(O)CCCCCCCCCCCO,CYP2E1 (major); CYP2C8 (minor); CYP2B6 (minor),lauric acid,MetXBioDB
levobupivacaine,CCCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,,Cc1cccc(C)c1N=C(O)C1CCCCN1,CYP2C19;CYP2D6;CYP3A4,levobupivacaine,MetXBioDB
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M4,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,CYP3A4; CYP2C8; CYP2C19; CYP2D6,licofelone,MetXBioDB
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M2,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,CYP2C8; CYP2C9,licofelone,MetXBioDB
licofelone_M1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OC[C@@H]3O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]3O)n2C1,,CC1(CO)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,CYP2C8;CYP2C9,licofelone_M1,MetXBioDB
lidocaine,CCN(CC)CC(O)=Nc1c(C)cccc1C,Monoethylglycinexylidide,CCNCC(O)=Nc1c(C)cccc1C,CYP1A2; CYP3A4; CYP3A5; CYP2C8; CYP2C18; CYP2B6; CYP2A6,lidocaine,MetXBioDB
lidocaine,CCN(CC)CC(O)=Nc1c(C)cccc1C,3-Hydroxylidocaine,CCN(CC)CC(O)=Nc1c(C)ccc(O)c1C,CYP1A2; CYP2D6; CYP3A4,lidocaine,MetXBioDB
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,8-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2cccc(O)c2n(C)c1=O)c1ccccc1,CYP3A4,linomide,MetXBioDB
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2ccc(O)cc2n(C)c1=O)c1ccccc1,CYP3A4,linomide,MetXBioDB
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,6-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2cc(O)ccc2n(C)c1=O)c1ccccc1,CYP3A4,linomide,MetXBioDB
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-N-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)nc2ccccc2c1O)c1ccccc1,CYP3A4,linomide,MetXBioDB
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(O)=Nc2ccccc2)c(O)c2ccccc21,CYP3A4,linomide,MetXBioDB
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-N-(4-hydroxyphenyl)-N,1-dimethyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccc(O)cc1,CYP3A4,linomide,MetXBioDB
lisofylline,C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,"lisofylline 4,5-diol",C[C@@H](O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O,CYP3A4; CYP2A6,lisofylline,MetXBioDB
lisofylline,C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CYP1A2,lisofylline,MetXBioDB
loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,N-Desmethyloperamide,CN=C(O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CYP3A4; CYP2D6; CYP2C8; CYP2B6,loperamide,MetXBioDB
loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CYP1A2;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP3A4,loratadine,MetXBioDB
lornoxicam,CN1C(C(O)=Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,5'-Hydroxylornoxicam,CN1C(C(O)=Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O,CYP2C9 ,lornoxicam,MetXBioDB
losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,E-3174,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CYP2C9; CYP3A4; CYP3A5,losartan,MetXBioDB
losartan carboxaldehyde,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCC(O)c1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CYP3A4,losartan carboxaldehyde,MetXBioDB
losartan carboxaldehyde,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CYP3A4,losartan carboxaldehyde,MetXBioDB
lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,6'beta-Hydroxylovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@](C)(O)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CYP3A4,lovastatin,MetXBioDB
lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3-Hydroxylovastatin,CC[C@H](O)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CYP3A4,lovastatin,MetXBioDB
m-xylene,Cc1cccc(C)c1,"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,CYP1A2,m-xylene,MetXBioDB
m-xylene,Cc1cccc(C)c1,3-Methylbenzylalcohol,Cc1cccc(CO)c1,CYP2E1,m-xylene,MetXBioDB
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,desmethylmaprotiline,NCCCC12CCC(c3ccccc31)c1ccccc12,CYP2D6; CYP1A2,maprotiline,MetXBioDB
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,3-OH-maprotiline,CNCCCC12CCC(c3ccccc31)c1ccc(O)cc12,CYP2D6; CYP1A2,maprotiline,MetXBioDB
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,2-OH-maprotiline,CNCCCC12CCC(c3ccccc31)c1cc(O)ccc12,CYP2D6; CYP1A2,maprotiline,MetXBioDB
mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,3-hydroxymethyl mefenamic aci,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,CYP2C9 ,mefenamic acid,MetXBioDB
meiqx,Cc1cnc2ccc3c([nH]c(=N)n3C)c2n1,N-OH-MeIQX,Cc1cnc2ccc3c(nc(NO)n3C)c2n1,CYP1A2,meiqx,MetXBioDB
meiqx,Cc1cnc2ccc3c([nH]c(=N)n3C)c2n1,IQx-8-COOH,Cn1c(=N)[nH]c2c3nc(C(=O)O)cnc3ccc21,CYP1A2,meiqx,MetXBioDB
melatonin,COc1ccc2[nH]cc(CCN=C(C)O)c2c1,6-Hydroxymelatonin,COc1cc2c(CCN=C(C)O)c[nH]c2cc1O,CYP1A1; CYP1A2; CYP2C19 (minor); CYP2E1,melatonin,MetXBioDB
melatonin,COc1ccc2[nH]cc(CCN=C(C)O)c2c1,N-Acetyl-5-hydroxytryptamine,CC(O)=NCCc1c[nH]c2ccc(O)cc12,CYP2C19 (major); CYP1A2; CYP2E1,melatonin,MetXBioDB
meloxicam,Cc1cnc(N=C(O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,CN1C(C(O)=Nc2ncc(CO)s2)=C(O)c2ccccc2S1(=O)=O,CYP2C9;CYP3A4,meloxicam,MetXBioDB
meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,normeperidine,CCOC(=O)C1(c2ccccc2)CCNCC1,CYP1A2;CYP2B6;CYP2C8;CYP2C19;CYP2D6;CYP3A4,meperidine,MetXBioDB
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,hydroxy-methaqualone,Cc1cc(O)ccc1-n1c(C)nc2ccccc2c1=O,CYP3A4,methaqualone,MetXBioDB
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,hydroxy-methaqualone,Cc1c(O)cccc1-n1c(C)nc2ccccc2c1=O,CYP3A4,methaqualone,MetXBioDB
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,hydroxy-methaqualone,Cc1nc2ccccc2c(=O)n1-c1ccccc1CO,CYP3A4,methaqualone,MetXBioDB
methoxsalen,COc1c2occc2cc2ccc(=O)oc12,,COc1c2c(cc3ccc(=O)oc13)C1OC1O2,CYP2A6,methoxsalen,MetXBioDB
methyleugenol,C=CCc1ccc(OC)c(OC)c1,1Ã¢â‚¬Ëœ-hydroxylate methyleugenol,C=CC(O)c1ccc(OC)c(OC)c1,CYP1A2;CYP2C9;CYP2C19;CYP2D6,methyleugenol,MetXBioDB
metoclopramide,CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC,monodeethylmetoclopramide,CCNCCN=C(O)c1cc(Cl)c(N)cc1OC,CYP1A2;CYP2C8;CYP2C19;CYP2D6;CYP3A4,metoclopramide,MetXBioDB
midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1'-Hydroxymidazolam,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CYP3A4; CYP3A5; CYP3A7; CYP2B6,midazolam,MetXBioDB
midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,4-Hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,CYP3A4; CYP3A5; CYP3A7,midazolam,MetXBioDB
mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Monodemethylated mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(NC)cc3)C[C@@]21C,CYP3A4,mifepristone,MetXBioDB
mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,17alpha-hydroxymifepristone ,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,CYP3A4,mifepristone,MetXBioDB
minaprine,Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,4-Hydroxyminaprine,Cc1cc(-c2ccc(O)cc2)n[nH]c1=NCCN1CCOCC1,CYP2D6,minaprine,MetXBioDB
miocamycin,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@@H]1OC,,CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(O)(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,CYP3A4,miocamycin,MetXBioDB
