parent_name,child_name,parent_smiles,child_smiles
7-OH-ondansetron,ondansetron 7-O-glucuronide,Cc1nccn1CC1CCc2c(c3ccc(O)cc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3n2C)C1=O
6-OH-ondansetron,ondansetron 6-O-glucuronide,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3cc(OC4OC(C(=O)O)C(O)C(O)C4O)ccc3n2C)C1=O
linoleyl alcohol,linoleyl O-glucuronide,CCCCCC=CCC=CCCCCCCCCO,CCCCCC=CCC=CCCCCCCCCOC1OC(C(=O)O)C(O)C(O)C1O
Bilirubin,"6-[3-[2-[[3-(2-carboxyethyl)-5-[(Z)-(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C=CC1=C(C)C(O)=NC1=Cc1[nH]c(Cc2[nH]c(C=C3N=C(O)C(C=C)=C3C)c(C)c2CCC(=O)O)c(CCC(=O)O)c1C,C=CC1=C(C)C(O)=NC1=Cc1[nH]c(Cc2[nH]c(C=C3N=C(O)C(C=C)=C3C)c(C)c2CCC(=O)O)c(CCC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1C
hyocholic acid,hyocholic acid 24-O-glucuronide,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C
Resveratrol,Resveratrol 3-O-glucuronide,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,O=C(O)C1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O
Entacapone,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,CCN(CC)C(=O)C(C#N)=Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c([N+](=O)[O-])c1
Ezetimibe,,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,O=C(O)C1OC(Oc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)C(O)C(O)C1O
1-(1-pyrenyl)ethanol,,CC(O)c1ccc2ccc3cccc4ccc1c2c34,CC(OS(=O)(=O)O)c1ccc2ccc3cccc4ccc1c2c34
1-hydroxymethylpyrene,,OCc1ccc2ccc3cccc4ccc1c2c34,O=S(=O)(O)OCc1ccc2ccc3cccc4ccc1c2c34
1-methoxy-3-indolylmethyl-alcohol,,COn1cc(CO)c2ccccc21,COn1cc(COS(=O)(=O)O)c2ccccc21
2-aminobenzylalcohol,,Nc1ccccc1CO,Nc1ccccc1COS(=O)(=O)O
"2-hydroxylamino-3-methyl-9H-pyrido[2,3-b]indole",,Cc1cc2c(nc1NO)[nH]c1ccccc12,Cc1cc2c(nc1NOS(=O)(=O)O)[nH]c1ccccc12
2-hydroxylamino-5-phenylpyridine,,ONc1ccc(-c2ccccc2)cn1,O=S(=O)(O)ONc1ccc(-c2ccccc2)cn1
5-hydroxymethylfurfural,,O=Cc1ccc(CO)o1,O=Cc1ccc(COS(=O)(=O)O)o1
"7-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",,OC1CCCc2c1cc1ccc3cccc4ccc2c1c34,O=S(=O)(O)OC1CCCc2c1cc1ccc3cccc4ccc2c1c34
N-acetyl-N-hydroxy-3-aminobenzanthrone,,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,CC(=O)N(OS(=O)(=O)O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12
6-hydroxymethylanthanthrene,,OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,O=S(=O)(O)OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32
N-hydroxy-aminophenylnorharman,,ONc1ccc(-n2c3ccccc3c3ccncc32)cc1,CC(=O)ONc1ccc(-n2c3ccccc3c3ccncc32)cc1
N-hydroxy-aminophenylharman,,Cc1nccc2c3ccccc3n(-c3ccc(NO)cc3)c12,CC(=O)ONc1ccc(-n2c3ccccc3c3ccnc(C)c32)cc1
N-hydroxy-benzidine,N-hydroxy-benzidine O-acetyl,Nc1ccc(-c2ccc(NO)cc2)cc1,CC(=O)ONc1ccc(-c2ccc(N)cc2)cc1
N-hydroxy-2-aminofluorene,"N-hydroxy-2-aminofluorene, O-acetyl",ONc1ccc2c(c1)Cc1ccccc1-2,CC(=O)ONc1ccc2c(c1)Cc1ccccc1-2
"N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine","N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine O-acetyl",ONc1ccc(Oc2ccc(Cl)cc2Cl)cc1,CC(=O)ONc1ccc(Oc2ccc(Cl)cc2Cl)cc1
isoniazid,isoniazid N-acetyl,NNC(=O)c1ccncc1,CC(=O)NNC(=O)c1ccncc1
hydralazine,hydralazine N-acetyl,NN=c1[nH]ncc2ccccc12,CC(=O)NNc1nncc2ccccc12
mesalazine,"mesalazine, N-acetyl",Nc1ccc(O)c(C(=O)O)c1,CC(=O)Nc1ccc(O)c(C(=O)O)c1
Sulfapyridine,"Sulfapyridine, N-acetyl",Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
4-amino-3-methylbenzoic acid,,Cc1cc(C(=O)O)ccc1N,CC(=O)Nc1ccc(C(=O)O)cc1C
"2,3-dimethylaniline"," 2,3Ã¢â‚¬Âdimethylacetanilide",Cc1cccc(N)c1C,CC(=O)Nc1cccc(C)c1C
"2,4-dimethylaniline"," 2,4Ã¢â‚¬Âdimethylacetanilide",Cc1ccc(N)c(C)c1,CC(=O)Nc1ccc(C)cc1C
"2,5-dimethylaniline"," 2,5Ã¢â‚¬Âdimethylacetanilide",Cc1ccc(C)c(N)c1,CC(=O)Nc1cc(C)ccc1C
2-(4-aminobenzamido)pyridine,4Ã¢â‚¬ÂacetamidoÃ¢â‚¬ÂNÃ¢â‚¬Â(pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl)benzamide,Nc1ccc(C(=O)Nc2ccccn2)cc1,CC(=O)Nc1ccc(C(=O)Nc2ccccn2)cc1
(+)-2-bromo-3-(4-nitrophenyl)propanoic acid,2-(glutathion-S-yl)-3-(4-nitrophenyl)propanoic acid,O=C(O)C(Br)Cc1ccc([N+](=O)[O-])cc1,NC(CCC(=O)NC(CSC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O)C(=O)NCC(=O)O)C(=O)O
"1-chloro-2,3-dinitrobenzene","S-(2,3-dinitrophenyl)glutathione",O=[N+]([O-])c1cccc(Cl)c1[N+](=O)[O-],NC(CCC(=O)NC(CSc1cccc([N+](=O)[O-])c1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O
"1-chloro-2,4-dinitrobenzene","S-(2,4-dinitrophenyl)glutathione",O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O
Brodifacoum,Brodifacoum O-glucuronide,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,O=C(O)C1OC(Oc2c(C3CC(c4ccc(-c5ccc(Br)cc5)cc4)Cc4ccccc43)c(=O)oc3ccccc23)C(O)C(O)C1O
Prechrysophanol,Prechrysophanol O-glucuronide,Cc1cc(O)c2c(O)c3c(cc2c1)CCC(O)C3,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(O)c3c(cc2c1)CCC(O)C3
4-Hydroxy-alpha-thujone,"alpha-thujone, 4-O-glucuronide",CC(C)C12CC(=O)C(C)(O)C1C2,CC(C)C12CC1C(C)(O)C(=O)C2OC1OC(C(=O)O)C(O)C(O)C1O
Scutellarein,Scutellarein 7-O-glucuronide,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,O=C(O)C1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O
3-Iodobenzoic acid,3-Iodobenzoyl glyucuronide,O=C(O)c1cccc(I)c1,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(I)c1
4-Iodobenzoic acid,4-Iodobenzoyl glyucuronide,O=C(O)c1ccc(I)cc1,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(I)cc1
Oxoprenolol,Oxprenolol glucuronide,C=CCOc1ccccc1OCC(O)CNC(C)C,C=CCOc1ccccc1OCC(CNC(C)C)OC1OC(C(=O)O)C(O)C(O)C1O
Zomepirac,Zomepirac O-glucuronide,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Cc1cc(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)n(C)c1C(=O)c1ccc(Cl)cc1
Clioquinol,Clioquinol O-glucuronide,Oc1c(I)cc(Cl)c2cccnc12,O=C(O)C1OC(Oc2c(I)cc(Cl)c3cccnc23)C(O)C(O)C1O
Quinotolast,Quinotolast N-glucuronide,O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O,O=C(N=c1nnn(OC2OC(C(=O)O)C(O)C(O)C2O)[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O
RG12525,RG12525 N2-glucuronide,c1ccc(-c2nn[nH]n2)c(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1,O=C(O)C1OC(n2nnc(-c3ccccc3COc3ccc(OCc4ccc5ccccc5n4)cc3)n2)C(O)C(O)C1O
JNJ-10198409,JNJ-10198409 N-glucuronide B,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,COc1cc2c(cc1OC)-c1c(c(=Nc3cccc(F)c3)[nH]n1C1OC(C(=O)O)C(O)C(O)C1O)C2
Afloqualone,Afloqualone N-glucuronide,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,Cc1ccccc1-n1c(CF)nc2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2c1=O
N-Acetylbenzidine,"N-Acetylbenzidine, N-glucuronide",CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,CC(=O)Nc1ccc(-c2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1
retigabine,retigabine N2-glucuronide,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1NC1OC(C(=O)O)C(O)C(O)C1O
Desmethylclozapine,Desmethylclozapine N-glucuronide,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,O=C(O)C1OC(N2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)C(O)C(O)C1O
Loxepine,Loxepine N-glucuronide,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
Ketotifen,Ketotifen N-glucuronide,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
Tripelennamine,Tripelennamine N-glucuronide,CN(C)CCN(Cc1ccccc1)c1ccccn1,C[N+](C)(CCN(Cc1ccccc1)c1ccccn1)C1OC(C(=O)O)C(O)C(O)C1O
Cyproheptadine,Cyproheptadine N-glucuronide,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
Nirvanol,Nirvanol N-glucuronide,CCC1(c2ccccc2)N=C(O)N=C1O,CCC1(c2ccccc2)N=C(O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O
4-nitrobenzyl chloride,S-(4-Nitrobenzyl)glutathione,O=[N+]([O-])c1ccc(CCl)cc1,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O
monochlorobimane,Bimane-glutathione,Cc1c(C)n2c(CCl)c(C)c(=O)n2c1=O,Cc1c(C)n2c(CSCC(NC(=O)CCC(N)C(=O)O)C(=O)CNC(=O)O)c(C)c(=O)n2c1=O
Prunetin,,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(=O)c(-c3ccc(O)cc3)coc2c1
Indacaterol,,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3nc(O)ccc13)C2,CCc1cc2c(cc1CC)CC(NCC(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(O)c3nc(O)ccc13)C2
Triiodothyronine,,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(I)c2)c(I)c1)C(=O)O
"3-Hydroxy-2p,3p-dimethoxyflavone",,COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1OC
"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,CC(=O)Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2
Perindopril,,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,CCC(NC(C)C(=O)N1C(C(=O)OC2(C(=O)O)OC(C)C(O)C(O)C2O)CC2CCCCC21)C(=O)O
7-Hydroxy-beta-thujone,,CC1C(=O)CC2(C(C)(C)O)CC12,CC1C(=O)CC2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC12
2-iodobenzyl bromide,,BrCc1ccccc1I,NC(CCC(=O)NC(CSc1ccccc1CBr)C(=O)NCC(=O)O)C(=O)O
"2,4-diene-VPA",,C=CC=C(CCC)C(=O)O,C=CC=C(CCC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
"3,7-Dihydroxyfavone",,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)c(O)c(-c4ccccc4)oc3c2)C(O)C(O)C1O
Indole-3-acetic-acid,,O=C(O)Cc1c[nH]c2ccccc12,O=C(Cc1c[nH]c2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O
Paeonol,,COc1ccc(C(C)=O)c(O)c1,COc1ccc(C(C)=O)c(OS(=O)(=O)O)c1
8-Hydroxy-7-methoxyisoflavone,,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2occ(-c3ccccc3)c(=O)c2c1
"8,14-diOH-efavirenz",,OC1=Nc2c(O)cc(Cl)cc2C(C#CC2(O)CC2)(C(F)(F)F)O1,O=C(O)C1OC(OC2(C#CC3(C(F)(F)F)OC(O)=Nc4c(O)cc(Cl)cc43)CC2)C(O)C(O)C1O
"4p-hydroxy-2,3p,4-trichlorobiphenyl",,Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,O=S(=O)(O)Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl
Hydroxyoxid acid,,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13O,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13OC1OC(C(=O)O)C(O)C(O)C1O
N-Desmethyl-4-OH- atomoxetine,,Cc1cc(O)ccc1OC(CCN)c1ccccc1,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)ccc1OC(CCN)c1ccccc1
cis-6-(2-acetylvinylthio)purine,,CC(=O)C=CSc1ncnc2[nH]cnc12,CC(O)=CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)Sc1ncnc2[nH]cnc12
benzoic acid,,O=C(O)c1ccccc1,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1
N-Desmethyl p-hydroxyrosiglitazone,,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(O)c[nH]3)cc2)S1,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(OS(=O)(=O)O)c[nH]3)cc2)S1
epicatechin metabo5,,O=C1CCC(Cc2cccc(O)c2)O1,O=C1CCC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1
carvone metabo6,,C=C(C)C1CC=C(C)C(=O)C1O,C=C(C)C1CC=C(C)C(=O)C1OC1OC(C(=O)O)C(O)C(O)C1O
"5,7,2p-Trihydroxyflavone",,O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)C(O)C(O)C1O
Estradiol acetate,,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12
Carboxy celecoxib,,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1
6-gingerol,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1
O-Desmethylnaproxen,,CC(C(=O)O)c1ccc2cc(O)ccc2c1,CC(C(=O)O)c1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1
4-hydroxycyclopenta[def]chrysene,,OC1c2cccc3ccc4c5ccccc5cc1c4c23,O=S(=O)(O)OC1c2cccc3ccc4c5ccccc5cc1c4c23
Rhamnetin,,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1
4-Fluorophenol,,Oc1ccc(F)cc1,O=C(O)C1OC(Oc2ccc(F)cc2)C(O)C(O)C1O
"7,3p-Dihydroxyflavone",,O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4cccc(O)c4)oc3c2)C(O)C(O)C1O
Methyl-4-hydroxybenzoate,,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
13-hydroxyoctadecadienoic acid,,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,CCCCCC(C=CC=CCCCCCCCC(=O)O)OC1OC(C(=O)O)C(O)C(O)C1O
Dihydrodaidzein,,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1,O=C1c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2OCC1c1ccc(O)cc1
Aminoflavone M-VI,,Cc1c(F)c(NO)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(N)c(F)c3)oc2c1F
fenchone metabo3,,CC1(C)C(=O)C2(C)CC1CC2O,CC1(C)C(=O)C2(C)CC1CC2OC1OC(C(=O)O)C(O)C(O)C1O
FYX-051,,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,N#Cc1cc(-c2nc(-c3ccncc3)n(C3OC(C(=O)O)C(O)C(O)C3O)n2)ccn1
"3-Hydroxy-7,4p-dimethoxyflavone",,COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2O)cc1,COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)cc1
10-hydroxycarbazepine,,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2CC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc21
O-Desmethyl-2p-OH-Indomethacin phenethylamide,,Cc1c(CC(=O)NCC(O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,Cc1c(CC(=O)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1
5-Hydroxyflavone,,O=c1cc(-c2ccccc2)oc2cccc(O)c12,O=C(O)C1OC(Oc2cccc3oc(-c4ccccc4)cc(=O)c23)C(O)C(O)C1O
Oroxylin A,,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c2c1O
7-ethyl-10-hydroxycamptothecin,,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,CCc1c2c(nc3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
Fenretinide,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",,Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(O)c(=O)c2c1,Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1
6-Hydroxymelatonin,,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,COc1cc2c(CCNC(C)=O)c[nH]c2cc1OC1OC(C(=O)O)C(O)C(O)C1O
Sinapinic acid,,COc1cc(C=CC(=O)O)cc(OC)c1O,COc1cc(C=CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc(OC)c1O
Tolmetin,,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Cc1ccc(C(=O)c2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)n2C)cc1
Licofelone M2,,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)n2C1
O-methoxycatechol,,COOc1ccccc1O,COc1ccccc1OS(=O)(=O)O
phenethyl isothiocyanate,,S=C=NCCc1ccccc1,NC(CCC(=O)NC(CSC([S])=NCCc1ccccc1)C(=O)NCC(=O)O)C(=O)O
Lonidamine,,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
"2,2‐dichloro‐2‐fluoroethanol",,OCC(F)(Cl)Cl,O=C(O)C1OC(OCC(F)(Cl)Cl)C(O)C(O)C1O
Geraniol,,CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCOS(=O)(=O)O
trans-isoeugenol,,CC=Cc1ccc(O)c(OC)c1,CC=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(OC)c1
Clofibric acid,,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,CC(C)(Oc1ccc(Cl)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
N-Hydroxymexiletine,,Cc1cccc(C)c1OCC(C)NO,Cc1cccc(C)c1OCC(C)NOC1OC(C(=O)O)C(O)C(O)C1O
4-hydroxymethyl ambrisentan,,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)O,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
4-Methoxyphenol,,COc1ccc(O)cc1,COc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
N-OH-ABA,,O=C1c2ccccc2-c2ccc(NO)c3cccc1c23,O=C1c2ccccc2-c2ccc(NOS(=O)(=O)O)c3cccc1c23
"2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)",,Cc1cccn2c1nc1ccc(=N)[nH]c12,CC(=O)Nc1ccc2nc3c(C)cccn3c2n1
Thalifendine,,COc1ccc2cc3n(cc-2c1=O)CCc1cc2c(cc1-3)OCO2,COc1ccc2cc3[n+](cc2c1OC1OC(C(=O)O)C(O)C(O)C1O)CCc1cc2c(cc1-3)OCO2
Dihydroferulic acid,,COc1cc(CCC(=O)O)ccc1O,COc1cc(CCC(=O)O)ccc1OS(=O)(=O)O
4-Propoxyphenol,,CCCOc1ccc(O)cc1,CCCOc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
3-ethylphenol,,CCc1cccc(O)c1,CCc1cccc(OS(=O)(=O)O)c1
"(R,R)-1-phenylpropylene oxide",,CC1OC1c1ccccc1,NC(CCC(=O)NC(CSCC1OC1c1ccccc1)C(=O)NCC(=O)O)C(=O)O
Wogonin,,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12
"3,3p,4p-Trihydroxyflavone",,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12,O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3ccccc3c2=O)C(O)C(O)C1O
Sorafenib,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)C3OC(C(=O)O)C(O)C(O)C3O)cc2)ccn1
4-Iodophenol,,Oc1ccc(I)cc1,O=C(O)C1OC(Oc2ccc(I)cc2)C(O)C(O)C1O
4-Hydroxyacetophenone,,CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Triclosan,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,O=C(O)C1OC(Oc2cc(Cl)ccc2Oc2ccc(Cl)cc2Cl)C(O)C(O)C1O
Combretastatin A4,,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1O,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OC1OC(C(=O)O)C(O)C(O)C1O
Ascorbic acid,,O=C1OC(C(O)CO)C(O)=C1O,O=C1OC(C(O)CO)C(O)=C1OS(=O)(=O)O
2-aminofluorene,,Nc1ccc2c(c1)Cc1ccccc1-2,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
Berberrubine,,COc1c(O)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2,COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2
