parent_name,parent_smiles,child_name,child_smiles,origin,set,source
Finerenone M1 Metabolite,CCOc1ncc(C)c2nc(C)c(C(N)=O)c(-c3ccc(C#N)cc3OC)c12,Finerenone M1 Metabolite,CCOc1ncc(C)c2nc(C)c(C(N)=O)c(-c3ccc(C#N)cc3OC)c12,DB16165,train,Parent-Parent Augmented
Atomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,Atomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,DB00289,train,Parent-Parent Augmented
4-Chlorobenzenesulfonylurea,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,4-Chlorobenzenesulfonylurea,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,DB00672,train,Parent-Parent Augmented
3-O-methyl-alpha-methyldopa,COc1cc(CC(N)C(=O)O)ccc1O,3-O-methyl-alpha-methyldopa,COc1cc(CC(N)C(=O)O)ccc1O,DB00968,train,Parent-Parent Augmented
Tedizolid sulphate,Cn1nnc(-c2ccc(-c3ccc(N4CC(C=S(=O)(O)O)OC4=O)cc3F)cn2)n1,Tedizolid sulphate,Cn1nnc(-c2ccc(-c3ccc(N4CC(C=S(=O)(O)O)OC4=O)cc3F)cn2)n1,DB09042,train,Parent-Parent Augmented
tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,tamarixetin,train,Parent-Parent Augmented
6-Hydroxyketamine,CNC1(c2ccccc2Cl)CCCC(O)C1=O,6-Hydroxyketamine,CNC1(c2ccccc2Cl)CCCC(O)C1=O,DB01221,train,Parent-Parent Augmented
etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,etizolam,train,Parent-Parent Augmented
M-I,O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,M-I,O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,DB11739,train,Parent-Parent Augmented
Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,DB01283,train,Parent-Parent Augmented
"3,5-Dihydroxyflavone",O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12,"3,5-Dihydroxyflavone",O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12,"3,5-Dihydroxyflavone",train,Parent-Parent Augmented
pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,pantoprazole,train,Parent-Parent Augmented
Drotaverine,CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,Drotaverine,CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,DB06751,train,Parent-Parent Augmented
2-hydroxyclomipramine,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,2-hydroxyclomipramine,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DB01242,train,Parent-Parent Augmented
"(1-methyl-5-piperazin-1-yl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)-(5-methyl-pyridin-2-yl)-amine",CCCc1nn(C)c2c(Nc3ccc(C)cn3)nc(N3CCNCC3)nc12,"(1-methyl-5-piperazin-1-yl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)-(5-methyl-pyridin-2-yl)-amine",CCCc1nn(C)c2c(Nc3ccc(C)cn3)nc(N3CCNCC3)nc12,"(1-methyl-5-piperazin-1-yl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)-(5-methyl-pyridin-2-yl)-amine",train,Parent-Parent Augmented
Vismodegib M3 metabolite,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccc(O)cn3)c2)c(Cl)c1,Vismodegib M3 metabolite,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccc(O)cn3)c2)c(Cl)c1,DB08828,train,Parent-Parent Augmented
Oxyquinoline,Oc1cccc2cccnc12,Oxyquinoline,Oc1cccc2cccnc12,DB11145,train,Parent-Parent Augmented
3-Methoxytyramine,COc1cc(CCN)ccc1O,3-Methoxytyramine,COc1cc(CCN)ccc1O,DB01235,train,Parent-Parent Augmented
Quinagolide,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,Quinagolide,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,Quinagolide,train,Parent-Parent Augmented
dextropropoxyphene,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,dextropropoxyphene,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,dextropropoxyphene,train,Parent-Parent Augmented
3-Carbamoyl-2-phenylpropionaldehyde,NC(=O)OCC(C=O)c1ccccc1,3-Carbamoyl-2-phenylpropionaldehyde,NC(=O)OCC(C=O)c1ccccc1,DB00949,train,Parent-Parent Augmented
"3,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)cc(OC)c1OC,"3,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)cc(OC)c1OC,"3,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",train,Parent-Parent Augmented
Methimazole Epoxide Metabolite,CN1C(S)=NC2OC21,Methimazole Epoxide Metabolite,CN1C(S)=NC2OC21,DB00763,train,Parent-Parent Augmented
Lonidamine,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,Lonidamine,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,Lonidamine,train,Parent-Parent Augmented
(s)-hexobarbital,CN1C(=O)N=C(O)C(C)(C2=CCCCC2)C1=O,(s)-hexobarbital,CN1C(=O)N=C(O)C(C)(C2=CCCCC2)C1=O,(s)-hexobarbital,train,Parent-Parent Augmented
Carveol,C=C(C)C1CC=C(C)C(O)C1,Carveol,C=C(C)C1CC=C(C)C(O)C1,(+)-limonene,train,Parent-Parent Augmented
ibrolipim,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,ibrolipim,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,ibrolipim,train,Parent-Parent Augmented
Remdesivir Nucleoside Monophosphate,N#CC1(c2ccc3c(N)ncnn23)OC(COP(=O)(O)O)C(O)C1O,Remdesivir Nucleoside Monophosphate,N#CC1(c2ccc3c(N)ncnn23)OC(COP(=O)(O)O)C(O)C1O,DB14761,train,Parent-Parent Augmented
3-hydroxy-clonazepam,O=C1Nc2ccc([N+](=O)[O-])cc2C(c2ccccc2Cl)=NC1O,3-hydroxy-clonazepam,O=C1Nc2ccc([N+](=O)[O-])cc2C(c2ccccc2Cl)=NC1O,DB01068,train,Parent-Parent Augmented
Tetrahydrofolic acid,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,Tetrahydrofolic acid,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,DB00158,train,Parent-Parent Augmented
3'-HPPH,OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,3'-HPPH,OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,phenytoin,train,Parent-Parent Augmented
Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,train,Parent-Parent Augmented
"Lopinavir, D-valine diastereomer-",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCN=C1O,"Lopinavir, D-valine diastereomer-",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCN=C1O,"Lopinavir, D-valine diastereomer-",train,Parent-Parent Augmented
Nornalmefene,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,Nornalmefene,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB06230,train,Parent-Parent Augmented
"2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole",[O-][S+](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1,"2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole",[O-][S+](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1,"2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole",train,Parent-Parent Augmented
Blonanserin,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,Blonanserin,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,DB09223,train,Parent-Parent Augmented
schembl14141926,COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,schembl14141926,COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,schembl14141926,train,Parent-Parent Augmented
schembl12998564,COc1cc([N+](=O)[O-])ccc1NN=C(C(C)=O)C(=O)Nc1ccccc1OC,schembl12998564,COc1cc([N+](=O)[O-])ccc1NN=C(C(C)=O)C(=O)Nc1ccccc1OC,schembl12998564,train,Parent-Parent Augmented
Mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,Mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,DB06148,train,Parent-Parent Augmented
Pregabalin,CC(C)CC(CN)CC(=O)O,Pregabalin,CC(C)CC(CN)CC(=O)O,DB00230,train,Parent-Parent Augmented
Hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,Hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,DB15465,train,Parent-Parent Augmented
Genz-527862,CCC(=O)CCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,Genz-527862,CCC(=O)CCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,DB09039,train,Parent-Parent Augmented
Lithocholic Acid,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,Lithocholic Acid,train,Parent-Parent Augmented
Dihydrocurcumin,COc1cc(C=CC(=O)C=C(O)CCc2ccc(O)c(OC)c2)ccc1O,Dihydrocurcumin,COc1cc(C=CC(=O)C=C(O)CCc2ccc(O)c(OC)c2)ccc1O,Dihydrocurcumin,train,Parent-Parent Augmented
Serdexmethylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,Serdexmethylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,DB16629,train,Parent-Parent Augmented
4-Hydroxyretinoic acid,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O,4-Hydroxyretinoic acid,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DB00755,train,Parent-Parent Augmented
Acalabrutinib,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,Acalabrutinib,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,DB11703,train,Parent-Parent Augmented
Febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,Febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,DB04854,train,Parent-Parent Augmented
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,DB00281,train,Parent-Parent Augmented
Taurocholic acid,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,Taurocholic acid,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,Taurocholic acid,train,Parent-Parent Augmented
Combretastatin A4,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1O,Combretastatin A4,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1O,Combretastatin A4,train,Parent-Parent Augmented
myristicin,C=CCc1cc(OC)c2c(c1)OCO2,myristicin,C=CCc1cc(OC)c2c(c1)OCO2,myristicin,train,Parent-Parent Augmented
Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,DB00993,train,Parent-Parent Augmented
4-Hydroxy-6-methylcoumarin,Cc1ccc2oc(=O)cc(O)c2c1,4-Hydroxy-6-methylcoumarin,Cc1ccc2oc(=O)cc(O)c2c1,4-Hydroxy-6-methylcoumarin,train,Parent-Parent Augmented
Carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,Carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,DB00521,train,Parent-Parent Augmented
N-Desmethyltamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,N-Desmethyltamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,DB00675,train,Parent-Parent Augmented
acetanilide,CC(=O)Nc1ccccc1,acetanilide,CC(=O)Nc1ccccc1,acetanilide,train,Parent-Parent Augmented
alpha-(o-carboxybenzamido)glutarimide,O=C1CCC(NC(=O)c2ccccc2C(=O)O)C(=O)N1,alpha-(o-carboxybenzamido)glutarimide,O=C1CCC(NC(=O)c2ccccc2C(=O)O)C(=O)N1,DB01041,train,Parent-Parent Augmented
Dihydrodaidzein,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1,Dihydrodaidzein,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1,Dihydrodaidzein,train,Parent-Parent Augmented
tecalcet,COc1cccc(C(C)NCCCc2ccccc2Cl)c1,tecalcet,COc1cccc(C(C)NCCCc2ccccc2Cl)c1,tecalcet,train,Parent-Parent Augmented
Eplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,Eplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,DB00700,train,Parent-Parent Augmented
Paroxetine,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,Paroxetine,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,Paroxetine,train,Parent-Parent Augmented
vemurafenib intermediary metabolite,Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccc(Cl)c4)cc23)c1F,vemurafenib intermediary metabolite,Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccc(Cl)c4)cc23)c1F,DB08881,train,Parent-Parent Augmented
MYK-2210,CC(Nc1cc(=O)n(C(C)C)c(=O)[nH]1)c1ccc(O)cc1,MYK-2210,CC(Nc1cc(=O)n(C(C)C)c(=O)[nH]1)c1ccc(O)cc1,DB14921,train,Parent-Parent Augmented
"(R)-chloroquine, N-desethyl",CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,"(R)-chloroquine, N-desethyl",CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,DB00608,train,Parent-Parent Augmented
perazine,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,perazine,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,perazine,train,Parent-Parent Augmented
Ethotoin,CCN1C(=O)NC(c2ccccc2)C1=O,Ethotoin,CCN1C(=O)NC(c2ccccc2)C1=O,DB00754,train,Parent-Parent Augmented
3-hydroxyguanfacine,N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl,3-hydroxyguanfacine,N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl,DB01018,train,Parent-Parent Augmented
Stanolone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,Stanolone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB02901,train,Parent-Parent Augmented
senecionine,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,senecionine,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,senecionine,train,Parent-Parent Augmented
Irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,Irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,DB00762,train,Parent-Parent Augmented
5-fluorodeoxyuridine diphosphate (5-FdUDP),O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)cc1F,5-fluorodeoxyuridine diphosphate (5-FdUDP),O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)cc1F,DB00322,train,Parent-Parent Augmented
beta-methylstyrene,CC=Cc1ccccc1,beta-methylstyrene,CC=Cc1ccccc1,beta-methylstyrene,train,Parent-Parent Augmented
"7,2p-Dihydroxyflavone",O=c1cc(-c2ccccc2O)oc2cc(O)ccc12,"7,2p-Dihydroxyflavone",O=c1cc(-c2ccccc2O)oc2cc(O)ccc12,"7,2p-Dihydroxyflavone",train,Parent-Parent Augmented
5-OH-aceclofenac,O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,5-OH-aceclofenac,O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,aceclofenac,train,Parent-Parent Augmented
N-hydroxyphentermine,CC(C)(Cc1ccccc1)NO,N-hydroxyphentermine,CC(C)(Cc1ccccc1)NO,DB12532,train,Parent-Parent Augmented
Galantaminone,COc1ccc2c3c1OC1CC(=O)C=CC31CCN(C)C2,Galantaminone,COc1ccc2c3c1OC1CC(=O)C=CC31CCN(C)C2,DB00674,train,Parent-Parent Augmented
salicylic acid,O=C(O)c1ccccc1O,salicylic acid,O=C(O)c1ccccc1O,salicylic acid,train,Parent-Parent Augmented
ortho-hydroxyatorvastatin,CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,ortho-hydroxyatorvastatin,CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,DB01076,train,Parent-Parent Augmented
Brexpiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,Brexpiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,DB09128,train,Parent-Parent Augmented
Tepotinib,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,Tepotinib,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,DB15133,train,Parent-Parent Augmented
progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,progesterone,train,Parent-Parent Augmented
Ethionamide,CCc1cc(C(N)=S)ccn1,Ethionamide,CCc1cc(C(N)=S)ccn1,DB00609,train,Parent-Parent Augmented
Doxorubicin deoxaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3,Doxorubicin deoxaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3,DB00997,train,Parent-Parent Augmented
2-(o-carboxybenzamido)glutaramic acid,NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,2-(o-carboxybenzamido)glutaramic acid,NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,DB01041,train,Parent-Parent Augmented
Acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,Acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,DB01418,train,Parent-Parent Augmented
desmethylcitalopram,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,desmethylcitalopram,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,DB00215,train,Parent-Parent Augmented
4-Iodophenol,Oc1ccc(I)cc1,4-Iodophenol,Oc1ccc(I)cc1,4-Iodophenol,train,Parent-Parent Augmented
Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,DB00734,train,Parent-Parent Augmented
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone,train,Parent-Parent Augmented
Wogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,Wogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,Wogonin,train,Parent-Parent Augmented
Thymol,Cc1ccc(C(C)C)c(O)c1,Thymol,Cc1ccc(C(C)C)c(O)c1,DB02513,train,Parent-Parent Augmented
1-(1-pyrenyl)ethanol,CC(O)c1ccc2ccc3cccc4ccc1c2c34,1-(1-pyrenyl)ethanol,CC(O)c1ccc2ccc3cccc4ccc1c2c34,1-(1-pyrenyl)ethanol,train,Parent-Parent Augmented
Hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,DB00557,train,Parent-Parent Augmented
Eugenol,C=CCc1ccc(O)c(OC)c1,Eugenol,C=CCc1ccc(O)c(OC)c1,Eugenol,train,Parent-Parent Augmented
Norketamine,NC1(c2ccccc2Cl)CCCCC1=O,Norketamine,NC1(c2ccccc2Cl)CCCCC1=O,DB01221,train,Parent-Parent Augmented
(-)-ethosuximide,CCC1(C)CC(O)=NC1=O,(-)-ethosuximide,CCC1(C)CC(O)=NC1=O,(-)-ethosuximide,train,Parent-Parent Augmented
(R)-MHD,NC(=O)N1c2ccccc2CC(O)c2ccccc21,(R)-MHD,NC(=O)N1c2ccccc2CC(O)c2ccccc21,DB00776,train,Parent-Parent Augmented
3p-OH-hexobarbital,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,3p-OH-hexobarbital,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,3p-OH-hexobarbital,train,Parent-Parent Augmented
5-hydroxy diclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,5-hydroxy diclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,DB00586,train,Parent-Parent Augmented
Resveratrol,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,Resveratrol,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,Resveratrol,train,Parent-Parent Augmented
Ertugliflozin,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,Ertugliflozin,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,DB11827,train,Parent-Parent Augmented
Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,DB00531,train,Parent-Parent Augmented
N-Desmethylterbinafine,CC(C)(C)C#CC=CCNCc1cccc2ccccc12,N-Desmethylterbinafine,CC(C)(C)C#CC=CCNCc1cccc2ccccc12,DB00857,train,Parent-Parent Augmented
Succinylmonocholine,C[N+](C)(C)CCOC(=O)CCC(=O)O,Succinylmonocholine,C[N+](C)(C)CCOC(=O)CCC(=O)O,DB00202,train,Parent-Parent Augmented
Idelalisib,CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,Idelalisib,CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,DB09054,train,Parent-Parent Augmented
domitroban,O=C(O)CCCC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,domitroban,O=C(O)CCCC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,domitroban,train,Parent-Parent Augmented
(-)-pseudococaine,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,(-)-pseudococaine,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,(-)-pseudococaine,train,Parent-Parent Augmented
Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Tolcapone,train,Parent-Parent Augmented
N-Desmethyl-4-OH- atomoxetine,Cc1cc(O)ccc1OC(CCN)c1ccccc1,N-Desmethyl-4-OH- atomoxetine,Cc1cc(O)ccc1OC(CCN)c1ccccc1,N-Desmethyl-4-OH- atomoxetine,train,Parent-Parent Augmented
4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone,COc1ccc2c(CN(C)C)cc(=O)oc2c1,4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone,COc1ccc2c(CN(C)C)cc(=O)oc2c1,4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone,train,Parent-Parent Augmented
