parent_name,parent_smiles,child_name,child_smiles,origin
fk_506,C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@H](O)CC1=O)[C@H](C)C[C@@H]2OC,15-O-Desmethyltacrolimus,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](O)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,fk_506
fk_506_m1,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@@H](O)[C@H]2C[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H](/C(C)=C/[C@@H]2CC[C@@H](O)[C@H](OC)C2)[C@H](C)[C@@H](O)CC1=O,13-Desmethyl_fk_506,C=CCC1/C=C(\C)CC(C)CC(O)C(O)C2CC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(/C(C)=C/C2CCC(O)C(OC)C2)C(C)C(O)CC1=O,fk_506_m1
flosequinan,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,flosequinan sulfone,Cn1cc(S(C)(=O)=O)c(=O)c2ccc(F)cc21,flosequinan
flucloxacillin,Cc1onc(-c2c(F)cccc2Cl)c1C(O)=N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,,CC1(C)SC2C(N=C(O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,flucloxacillin
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,1Ã¢â‚¬Â[bis(4Ã¢â‚¬Âfluorophenyl)methyl]piperazine,Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1,flunarizine
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,p-Hydroxyflunarizine,Oc1ccc(/C=C/CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,flunarizine
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,bis(4Ã¢â‚¬Âfluorophenyl)methanone,O=C(c1ccc(F)cc1)c1ccc(F)cc1,flunarizine
fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,10-{3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-5ÃŽÂ»Ã¢ÂÂ´-phenothiazin-5-one,O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(C(F)(F)F)ccc21,fluphenazine
flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,desmethylflunitrazepam,O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1F)=NCC(O)=N2,flunitrazepam
flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,3-hydroxyflunitrazepam,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,flunitrazepam
flutamide,CC(C)C(O)=Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2-OH-flutamide,CC(C)(O)C(O)=Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,flutamide
fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,6-OH-fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccc(O)cc21,fluvastatin
fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,N-Deisopropyl-fluvastatin,O=C(O)C[C@@H](O)C[C@@H](O)/C=C/c1[nH]c2ccccc2c1-c1ccc(F)cc1,fluvastatin
fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,5-OH-fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2cc(O)ccc21,fluvastatin
fluvoxamine,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,Fluvoxamino alcohol,NCCO/N=C(\CCCCO)c1ccc(C(F)(F)F)cc1,fluvoxamine
formononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,formononetin
furafylline,Cc1nc2c(=O)n(C)c(=O)n(Cc3ccco3)c2[nH]1,"3-[(furan-2-yl)methyl]-8-hydroxy-1-methyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione   ",Cn1c(=O)c2nc(CO)[nH]c2n(Cc2ccco2)c1=O,furafylline
furan,c1ccoc1,(E)-2-Butenedial,O=C/C=C\C=O,furan
galangin,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,4'-OH-galangin,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,galangin
galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,O-Desmethylgalantamine,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,galantamine
galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Galantamine N-oxide,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](C)([O-])C2,galantamine
galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,N-desmethylgalantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,galantamine
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,COc1cc2ncnc(Nc3ccc(O)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib
genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Orobol,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,genistein
genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,genistein
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1O,gepirone
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,gepirone
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1O,gepirone
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,1-(2-pyrimidinyl)-piperazine (1-PP),c1cnc(N2CCNCC2)nc1,gepirone
granisetron,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,7-Hydroxygranisetron,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3cccc(O)c13)C2,granisetron
granisetron,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,9'-Desmethylgranisetron,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1n[nH]c3ccccc13)C2,granisetron
gts-21,COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,4-OH-GTS-21,COc1cc(O)ccc1/C=C1\CCCN=C1c1cccnc1,gts-21
gts-21,COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,2-OH-GTS-21,COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(O)c1,gts-21
guanabenz,N=C(N)N/N=C/c1c(Cl)cccc1Cl,Guanoxabenz,N=C(NO)N/N=C/c1c(Cl)cccc1Cl,guanabenz
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,p-Fluorobenzoylpropionic acid and 4-(4-chlorophenyl)-4-hydroxypiperidine,O=C(O)CCC(=O)c1ccc(F)cc1,reduced_haloperidol
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Haloperidol pyridinium,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,reduced_haloperidol
harmaline,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,Harmalol,CC1=NCCc2c1[nH]c1cc(O)ccc21,harmaline
harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,Harmol,COc1cc2[nH]c3c(C)nccc3c2cc1O,harmine
harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,6-OH-harmaline,Cc1nccc2c1[nH]c1cc(O)ccc12,harmine
hexamethylphosphoramide,CN(C)P(=O)(N(C)C)N(C)C,,CNP(=O)(N(C)C)N(C)C,hexamethylphosphoramide
hexane,CCCCCC,Hexanol,CCCCC(C)O,hexane
hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,Hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,hydrocodone
hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,Norhydromorphone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314,hydrocodone
ibrolipim,CCOP(=O)(Cc1ccc(C(O)=Nc2ccc(Br)cc2C#N)cc1)OCC,,CCOP(=O)(O)Cc1ccc(C(O)=Nc2ccc(Br)cc2C#N)cc1,ibrolipim
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxy-a-methylbenzene methanol",COc1cc(C(C)O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,iloperidone
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- propoxy]-3-hydroxyphenyl]ethanone",CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(O)c1,iloperidone
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]-2-hydroxyethanone",COc1cc(C(=O)CO)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,iloperidone
imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,N-desmethylimatinib,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib
imidacloprid,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,5-hydroxy-imidacloprid,O=[N+]([O-])NC1=NCC(O)N1Cc1ccc(Cl)nc1,imidacloprid
imidacloprid,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,olefin,O=[N+]([O-])Nc1nccn1Cc1ccc(Cl)nc1,imidacloprid
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,2-Hydroxyimipramine ,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,imipramine
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,Desimipramine ,CNCCCN1c2ccccc2CCc2ccccc21,imipramine
indinavir,CC(C)(C)N=C(O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(O)=N[C@H]1c2ccccc2C[C@H]1O,,CC(C)(C)N=C(O)C1CN(Cc2ccc[n+]([O-])c2)CCN1CC(O)CC(Cc1ccccc1)C(O)=NC1c2ccccc2CC1O,indinavir
indinavir,CC(C)(C)N=C(O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(O)=N[C@H]1c2ccccc2C[C@H]1O,,CC(C)(C)N=C(O)C1CNCCN1CC(O)CC(Cc1ccccc1)C(O)=NC1c2ccccc2CC1O,indinavir
indinavir,CC(C)(C)N=C(O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(O)=N[C@H]1c2ccccc2C[C@H]1O,,CC(C)(C)N=C(O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccc(O)cc1)C(O)=NC1c2ccccc2CC1O,indinavir
indinavir,CC(C)(C)N=C(O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(O)=N[C@H]1c2ccccc2C[C@H]1O,,CC(C)(C)N=C(O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(O)=NC1c2ccccc2C(O)C1O,indinavir
indiplon,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,N-Desmethylindiplon,CC(O)=Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,indiplon
indole,c1ccc2[nH]ccc2c1,,Oc1c[nH]c2ccccc12,indole
indole,c1ccc2[nH]ccc2c1,,OC1=Nc2ccccc2C1,indole
indole,c1ccc2[nH]ccc2c1,,Oc1ccc2cc[nH]c2c1,indole
indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,O-Desmethylindomethacin,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,indomethacin
"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone",Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2O,"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone"
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,O=c1c(-c2ccccc2)coc2cc(O)ccc12,ipriflavone
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,CC(CO)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,ipriflavone
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,CC(C)Oc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,ipriflavone
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"2-(3-hydroxybutyl)-3-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1,3-diazaspiro[4.4]non-1-en-4-one",CC(O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,irbesartan
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,irbesartan
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M3,O=C(O)CCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,irbesartan
irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7-ethyl-10-[4-N-(5-aminopentanoic acid)-1-piperidino] carbonyloxycamptothecin,CCc1c2c(nc3ccc(OC(=O)N4CCC(NCCCCC(=O)O)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,irinotecan
isoquinoline,c1ccc2cnccc2c1,isoquinoline N-oxide,[O-][n+]1ccc2ccccc2c1,isoquinoline
isotretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,,CC1=C(/C=C/C(C)=C(O)/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,isotretinoin
isoursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CCC12C,isoursodeoxycholic acid
isoursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,isoursodeoxycholic acid
ivermectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C\C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C/[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,,COC1CC(OC2/C(C)=C\CC3CCC(CC4(CCC(C(C)C)CO4)O3)OC(=O)C3C=C(C)C(O)C4CC/C(=C\C=C/C2C)C34O)OC(C)C1OC1CC(O)C(O)C(C)O1,ivermectin
ivermectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C\C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C/[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,,COC1CC(OC2(O)C(C)OC(OC3/C(C)=C\CC4CCC(CC5(CCC(C(C)C)CO5)O4)OC(=O)C4C=C(C)C(O)C5CC/C(=C\C=C/C3C)C45O)CC2OC)OC(C)C1O,ivermectin
ivermectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C\C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C/[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,,COC1CC(OC2C(C)OC(OC3/C(C)=C\CC4CCC(CC5(CCC(C(C)(C)O)CO5)O4)OC(=O)C4C=C(C)C(O)C5CC/C(=C\C=C/C3C)C45O)CC2OC)OC(C)C1O,ivermectin
k-11777,CN1CCN(C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,N-oxide k-11777,C[N+]1([O-])CCN(C(O)=NC(Cc2ccccc2)C(O)=NC(/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,k-11777
k-11777,CN1CCN(C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,N-desmethyl k-11777,O=S(=O)(/C=C/C(CCc1ccccc1)N=C(O)C(Cc1ccccc1)N=C(O)N1CCNCC1)c1ccccc1,k-11777
"N-[(2S)-1-[[(E,3S)-1-(benzenesulfonyl)-5-phenylpent-1-en-3-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpiperazine-1-carboxamide",CN1CCN(C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,b-hydroxy-homoPhe K11777,CN1CCN(C(O)=NC(Cc2ccccc2)C(O)=NC(/C=C/S(=O)(=O)c2ccccc2)C(O)Cc2ccccc2)CC1,"N-[(2S)-1-[[(E,3S)-1-(benzenesulfonyl)-5-phenylpent-1-en-3-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpiperazine-1-carboxamide"
kaempferide,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,4'-OH-galangin,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,kaempferide
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Norketobemidone,CCC(=O)C1(c2cccc(O)c2)CCNCC1,ketobemidone
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,O-demethyl-KR-60436,Cc1cc(O)ccc1N1CCc2c1c1cccc(OC(F)(F)F)c1[nH]c2=NCCO,kr-60436
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=N)c(C)c1,kr-60436
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,COc1ccc(-n2ccc3c(=NCCO)[nH]c4c(OC(F)(F)F)cccc4c32)c(C)c1,kr-60436
"2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole",Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,OC(CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1)c1cccc(F)c1,"2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole"
l_775606,Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1,l_775606
l-cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,Dechloroethyl cyclophosphamide,O=[P@]1(NCCCl)NCCCO1,l-trofosfamide
l-cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,2-chloroacetaldehyde,O=CCCl,l-trofosfamide
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,3-Dechloroethylifosfamide,O=[P@@]1(NCCCl)NCCCO1,l-trofosfamide
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,chloroacetaldehyde,O=CCCl,l-trofosfamide
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,2-Dechloroethylifosfamide,N[P@@]1(=O)OCCCN1CCCl,l-trofosfamide
l-ifosfamide,O=[P@]1(NCCCl)OCCCN1CCCl,4-Hydroxyifosfamide,O=[P@]1(NCCCl)OCCC(O)N1CCCl,l-trofosfamide
l-trofosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,l-ifosfamide,O=[P@@]1(N(CCCl)CCCl)OCCC(O)N1CCCl,l-trofosfamide
l-trofosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,Ifosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,l-trofosfamide
l-trofosfamide,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,l-cyclophosphamide,O=[P@]1(N(CCCl)CCCl)NCCCO1,l-trofosfamide
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccc(O)cc1,laquinimod
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(O)=Nc2ccccc2)c(O)c2c(Cl)cccc21,laquinimod
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)nc2cccc(Cl)c2c1O)c1ccccc1,laquinimod
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)ccc(O)c2n(C)c1=O)c1ccccc1,laquinimod
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1,laquinimod
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,6-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)c(O)ccc2n(C)c1=O)c1ccccc1,laquinimod
lauric acid,CCCCCCCCCCCC(=O)O,12-Hydroxylauric acid,O=C(O)CCCCCCCCCCCO,lauric acid
levobupivacaine,CCCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,,Cc1cccc(C)c1N=C(O)C1CCCCN1,levobupivacaine
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M4,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M2,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,licofelone
licofelone_M1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OC[C@@H]3O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]3O)n2C1,,CC1(CO)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,licofelone_M1
lidocaine,CCN(CC)CC(O)=Nc1c(C)cccc1C,Monoethylglycinexylidide,CCNCC(O)=Nc1c(C)cccc1C,lidocaine
lidocaine,CCN(CC)CC(O)=Nc1c(C)cccc1C,3-Hydroxylidocaine,CCN(CC)CC(O)=Nc1c(C)ccc(O)c1C,lidocaine
