parent_name,parent_smiles,child_name,child_smiles,origin,tanimoto
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,O-Desmethylgalantamine,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,galantamine,0.7692307692307693
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,Galantamine N-oxide,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](C)([O-])C2,galantamine,0.6440677966101694
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,N-desmethylgalantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCNC2,galantamine,0.6666666666666666
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib,0.803030303030303
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,COc1cc2ncnc(Nc3ccc(O)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib,0.8181818181818182
genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Orobol,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,genistein,0.7837837837837838
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1O,gepirone,0.5555555555555556
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,gepirone,0.7727272727272727
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1O,gepirone,0.6938775510204082
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,1-(2-pyrimidinyl)-piperazine (1-PP),c1cnc(N2CCNCC2)nc1,gepirone,0.3409090909090909
granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,7-Hydroxygranisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3cccc(O)c13)C2,granisetron,0.7254901960784313
granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,9'-Desmethylgranisetron,CN1C2CCCC1CC(NC(=O)c1n[nH]c3ccccc13)C2,granisetron,0.6415094339622641
gts-21,COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,4-OH-GTS-21,COc1cc(O)ccc1C=C1CCCN=C1c1cccnc1,gts-21,0.7924528301886793
gts-21,COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,2-OH-GTS-21,COc1ccc(C=C2CCCN=C2c2cccnc2)c(O)c1,gts-21,0.7924528301886793
guanabenz,N=C(N)NN=Cc1c(Cl)cccc1Cl,Guanoxabenz,N=C(NO)NN=Cc1c(Cl)cccc1Cl,guanabenz,0.6764705882352942
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,p-Fluorobenzoylpropionic acid and 4-(4-chlorophenyl)-4-hydroxypiperidine,O=C(O)CCC(=O)c1ccc(F)cc1,haloperidol,0.375
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Haloperidol pyridinium,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,haloperidol,0.43636363636363634
harmaline,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,Harmalol,CC1=NCCc2c1[nH]c1cc(O)ccc21,harmaline,0.6666666666666666
harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,Harmol,COc1cc2[nH]c3c(C)nccc3c2cc1O,harmine,0.6046511627906976
harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,6-OH-harmaline,Cc1nccc2c1[nH]c1cc(O)ccc12,harmine,0.6410256410256411
hexamethylphosphoramide,CN(C)P(=O)(N(C)C)N(C)C,,CNP(=O)(N(C)C)N(C)C,hexamethylphosphoramide,0.4117647058823529
hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,Hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,hydrocodone,0.7777777777777778
hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,Norhydromorphone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314,hydrocodone,0.6551724137931034
ibrolipim,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,,CCOP(=O)(O)Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1,ibrolipim,0.84
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxy-a-methylbenzene methanol",COc1cc(C(C)O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,iloperidone,0.7536231884057971
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- propoxy]-3-hydroxyphenyl]ethanone",CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(O)c1,iloperidone,0.8461538461538461
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]-2-hydroxyethanone",COc1cc(C(=O)CO)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,iloperidone,0.8484848484848485
imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,N-desmethylimatinib,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,0.8450704225352113
imidacloprid,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,5-hydroxy-imidacloprid,O=[N+]([O-])NC1=NCC(O)N1Cc1ccc(Cl)nc1,imidacloprid,0.6274509803921569
imidacloprid,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,olefin,O=[N+]([O-])Nc1nccn1Cc1ccc(Cl)nc1,imidacloprid,0.58
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,2-Hydroxyimipramine ,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,imipramine,0.7631578947368421
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,Desimipramine ,CNCCCN1c2ccccc2CCc2ccccc21,imipramine,0.6111111111111112
indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,CC(C)(C)NC(=O)C1CN(Cc2ccc[n+]([O-])c2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,indinavir,0.7674418604651163
indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,CC(C)(C)NC(=O)C1CNCCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,indinavir,0.6867469879518072
indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccc(O)cc1)C(=O)NC1c2ccccc2CC1O,indinavir,0.925
indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2C(O)C1O,indinavir,0.8170731707317073
indiplon,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,N-Desmethylindiplon,CC(=O)Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,indiplon,0.7096774193548387
indole,c1ccc2[nH]ccc2c1,,Oc1c[nH]c2ccccc12,indole,0.34615384615384615
indole,c1ccc2[nH]ccc2c1,,Oc1ccc2cc[nH]c2c1,indole,0.46153846153846156
indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,O-Desmethylindomethacin,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,indomethacin,0.74
"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone",Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2O,"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone",0.8028169014084507
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,O=c1c(-c2ccccc2)coc2cc(O)ccc12,ipriflavone,0.5909090909090909
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,CC(CO)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,ipriflavone,0.7777777777777778
ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,CC(C)Oc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,ipriflavone,0.7727272727272727
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"2-(3-hydroxybutyl)-3-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1,3-diazaspiro[4.4]non-1-en-4-one",CC(O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,irbesartan,0.7777777777777778
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,irbesartan,0.7727272727272727
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M3,O=C(O)CCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,irbesartan,0.7936507936507936
irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,7-ethyl-10-[4-N-(5-aminopentanoic acid)-1-piperidino] carbonyloxycamptothecin,CCc1c2c(nc3ccc(OC(=O)N4CCC(NCCCCC(=O)O)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,irinotecan,0.7362637362637363
isoquinoline,c1ccc2cnccc2c1,isoquinoline N-oxide,[O-][n+]1ccc2ccccc2c1,isoquinoline,0.2962962962962963
isotretinoin,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,,CC(C=CC(O)=C(C)C=CC1=C(C)CCCC1(C)C)=CC(=O)O,isotretinoin,0.6956521739130435
isoursodeoxycholic acid,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CCC12C,isoursodeoxycholic acid,0.7636363636363637
isoursodeoxycholic acid,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,isoursodeoxycholic acid,0.7169811320754716
k-11777,CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,N-oxide k-11777,C[N+]1([O-])CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,k-11777,0.8360655737704918
k-11777,CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,N-desmethyl k-11777,O=C(NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1)C(Cc1ccccc1)NC(=O)N1CCNCC1,k-11777,0.8166666666666667
"N-[(2S)-1-[[(E,3S)-1-(benzenesulfonyl)-5-phenylpent-1-en-3-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpiperazine-1-carboxamide",CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,b-hydroxy-homoPhe K11777,CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)C(O)Cc2ccccc2)CC1,"N-[(2S)-1-[[(E,3S)-1-(benzenesulfonyl)-5-phenylpent-1-en-3-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpiperazine-1-carboxamide",0.7704918032786885
kaempferide,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,4'-OH-galangin,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,kaempferide,0.75
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Norketobemidone,CCC(=O)C1(c2cccc(O)c2)CCNCC1,ketobemidone,0.6904761904761905
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,O-demethyl-KR-60436,Cc1cc(O)ccc1N1CCc2c1c1cccc(OC(F)(F)F)c1[nH]c2=NCCO,kr-60436,0.8208955223880597
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=N)c(C)c1,kr-60436,0.7058823529411765
kr-60436,COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,COc1ccc(-n2ccc3c(=NCCO)[nH]c4c(OC(F)(F)F)cccc4c32)c(C)c1,kr-60436,0.6712328767123288
"2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole",Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,OC(CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1)c1cccc(F)c1,"2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole",0.7142857142857143
l_775606,Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1,l_775606,0.6909090909090909
l-cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,Dechloroethyl cyclophosphamide,O=P1(NCCCl)NCCCO1,l-cyclophosphamide,0.4864864864864865
l-ifosfamide,O=P1(NCCCl)OCCCN1CCCl,3-Dechloroethylifosfamide,O=P1(NCCCl)NCCCO1,l-ifosfamide,0.45
l-ifosfamide,O=P1(NCCCl)OCCCN1CCCl,2-Dechloroethylifosfamide,NP1(=O)OCCCN1CCCl,l-ifosfamide,0.6
l-ifosfamide,O=P1(NCCCl)OCCCN1CCCl,4-Hydroxyifosfamide,O=P1(NCCCl)OCCC(O)N1CCCl,l-ifosfamide,0.5238095238095238
l-trofosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,l-ifosfamide,O=P1(N(CCCl)CCCl)OCCC(O)N1CCCl,l-trofosfamide,0.5365853658536586
l-trofosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,l-cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,l-trofosfamide,0.425
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccc(O)cc1,laquinimod,0.875
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(=O)Nc2ccccc2)c(O)c2c(Cl)cccc21,laquinimod,0.6037735849056604
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)nc2cccc(Cl)c2c1O)c1ccccc1,laquinimod,0.6
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)ccc(O)c2n(C)c1=O)c1ccccc1,laquinimod,0.7169811320754716
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1,laquinimod,0.7843137254901961
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,6-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)c(O)ccc2n(C)c1=O)c1ccccc1,laquinimod,0.75
lauric acid,CCCCCCCCCCCC(=O)O,12-Hydroxylauric acid,O=C(O)CCCCCCCCCCCO,lauric acid,0.5714285714285714
levobupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,,Cc1cccc(C)c1NC(=O)C1CCCCN1,levobupivacaine,0.47058823529411764
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M4,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone,0.851063829787234
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M2,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,licofelone,0.7692307692307693
licofelone_M1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,,CC1(CO)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,licofelone_M1,0.8636363636363636
lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Monoethylglycinexylidide,CCNCC(=O)Nc1c(C)cccc1C,lidocaine,0.6
lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,3-Hydroxylidocaine,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,lidocaine,0.6756756756756757
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,8-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2cccc(O)c2n(C)c1=O)c1ccccc1,linomide,0.7272727272727273
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2ccc(O)cc2n(C)c1=O)c1ccccc1,linomide,0.7727272727272727
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,6-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2cc(O)ccc2n(C)c1=O)c1ccccc1,linomide,0.7727272727272727
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-N-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)nc2ccccc2c1O)c1ccccc1,linomide,0.5434782608695652
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(=O)Nc2ccccc2)c(O)c2ccccc21,linomide,0.5869565217391305
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-N-(4-hydroxyphenyl)-N,1-dimethyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccc(O)cc1,linomide,0.8536585365853658
lisofylline,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,"lisofylline 4,5-diol",CC(O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O,lisofylline,0.75
lisofylline,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,lisofylline,0.6818181818181818
loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,N-Desmethyloperamide,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,loperamide,0.7407407407407407
loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,loratadine,0.5892857142857143
lornoxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,5'-Hydroxylornoxicam,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O,lornoxicam,0.7636363636363637
losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,E-3174,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,losartan,0.7627118644067796
losartan carboxaldehyde,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCC(O)c1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,losartan carboxaldehyde,0.6984126984126984
losartan carboxaldehyde,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,losartan carboxaldehyde,0.7377049180327869
lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,6'beta-Hydroxylovastatin,CCC(C)C(=O)OC1CC(C)(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,lovastatin,0.7391304347826086
lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,3-Hydroxylovastatin,CCC(O)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,lovastatin,0.8412698412698413
m-xylene,Cc1cccc(C)c1,"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,m-xylene,0.38095238095238093
m-xylene,Cc1cccc(C)c1,3-Methylbenzylalcohol,Cc1cccc(CO)c1,m-xylene,0.5238095238095238
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,desmethylmaprotiline,NCCCC12CCC(c3ccccc31)c1ccccc12,maprotiline,0.6842105263157895
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,3-OH-maprotiline,CNCCCC12CCC(c3ccccc31)c1ccc(O)cc12,maprotiline,0.7857142857142857
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,2-OH-maprotiline,CNCCCC12CCC(c3ccccc31)c1cc(O)ccc12,maprotiline,0.7857142857142857
mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,3-hydroxymethyl mefenamic aci,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,mefenamic acid,0.6756756756756757
meiqx,Cc1cnc2ccc3c([nH]c(=N)n3C)c2n1,N-OH-MeIQX,Cc1cnc2ccc3c(nc(NO)n3C)c2n1,meiqx,0.5
meiqx,Cc1cnc2ccc3c([nH]c(=N)n3C)c2n1,IQx-8-COOH,Cn1c(=N)[nH]c2c3nc(C(=O)O)cnc3ccc21,meiqx,0.6666666666666666
melatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,6-Hydroxymelatonin,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,melatonin,0.6458333333333334
melatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,N-Acetyl-5-hydroxytryptamine,CC(=O)NCCc1c[nH]c2ccc(O)cc12,melatonin,0.7045454545454546
meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,CN1C(C(=O)Nc2ncc(CO)s2)=C(O)c2ccccc2S1(=O)=O,meloxicam,0.75
meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,normeperidine,CCOC(=O)C1(c2ccccc2)CCNCC1,meperidine,0.675
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,hydroxy-methaqualone,Cc1cc(O)ccc1-n1c(C)nc2ccccc2c1=O,methaqualone,0.7368421052631579
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,hydroxy-methaqualone,Cc1c(O)cccc1-n1c(C)nc2ccccc2c1=O,methaqualone,0.7105263157894737
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,hydroxy-methaqualone,Cc1nc2ccccc2c(=O)n1-c1ccccc1CO,methaqualone,0.6923076923076923
methoxsalen,COc1c2occc2cc2ccc(=O)oc12,,COc1c2c(cc3ccc(=O)oc13)C1OC1O2,methoxsalen,0.5
methyleugenol,C=CCc1ccc(OC)c(OC)c1,1Ã¢â‚¬Ëœ-hydroxylate methyleugenol,C=CC(O)c1ccc(OC)c(OC)c1,methyleugenol,0.4444444444444444
metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,monodeethylmetoclopramide,CCNCCNC(=O)c1cc(Cl)c(N)cc1OC,metoclopramide,0.7021276595744681
