parent_name,child_name,parent_smiles,child_smiles,source
valdecoxib,"4Ã¢â‚¬Â[5Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬ÂphenylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,MetXBioDB
valdecoxib,"4Ã¢â‚¬Â[3Ã¢â‚¬Â(3Ã¢â‚¬Âhydroxyphenyl)Ã¢â‚¬Â5Ã¢â‚¬ÂmethylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,MetXBioDB
valproic acid,4-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CC(C)O)C(=O)O,MetXBioDB
valproic acid,5-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CCCO)C(=O)O,MetXBioDB
valproic acid,3-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(O)CC,MetXBioDB
valproic acid,4-ene-valproate,CCCC(CCC)C(=O)O,C=CCC(CCC)C(=O)O,MetXBioDB
valsartan,4-OH-valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,MetXBioDB
valspodar,,C/C=C/C[C@@H](C)C(=O)[C@H]1C(O)=N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,C/C=C/CC(C)C(=O)C1C(O)=NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,MetXBioDB
vanoxerine,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Oc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,MetXBioDB
vanoxerine,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,OC(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,MetXBioDB
vicriviroc,N-Desalkylvicriviroc ,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN[C@@H](C)C2)CC1,MetXBioDB
vicriviroc,O-Desmethylvicriviroc ,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CO)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,MetXBioDB
vicriviroc,Vicriviroc N-oxide ,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)nc[n+]([O-])c3C)CC2)C[C@@H]1C,MetXBioDB
vitamin_d2,,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@H]2[C@@H](C)/C=C/[C@@H](C)C(C)C,C=C1CCC(O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)/C=C/C(C)(O)C(C)C,MetXBioDB
voriconazole,Hydroxymethyl Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,OC[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,MetXBioDB
voriconazole,Voriconazole N-Oxide,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,C[C@@H](c1nc[n+]([O-])cc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,MetXBioDB
warfarin-r,10-Hydroxywarfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C(O)[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,MetXBioDB
warfarin-r,6-Hydroxywarfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,MetXBioDB
warfarin-r,8-Hydroxywarfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2c(O)cccc2c1=O,MetXBioDB
warfarin-r,#NAME?,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,MetXBioDB
warfarin-r,4'- Hydroxywarfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,MetXBioDB
warfarin-s,7-Hydroxywarfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,MetXBioDB
warfarin-s,4'-Hydroxywarfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,MetXBioDB
warfarin-s,6-Hydroxylation,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,MetXBioDB
warfarin-s,10-Hydroxylation,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C(O)[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,MetXBioDB
7-Ethoxy-4-trifluoromethylcoumarin,7-Hydroxy-4-trifluoromethylcourmarin,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB
7-methoxy-4-trifluoromethylcoumarin,7-Hydroxy-4-(trifluoromethyl)chromen-2-one,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB
7-Benzyloxyresorufin,Resorufin,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1,MetXBioDB
"Dibenz[a,j]acridine",,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21,MetXBioDB
"Dibenz[a,j]acridine",,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,O=C1c2c(ccc3ccccc23)N=C2C=Cc3ccccc3C12,MetXBioDB
"Dibenz[a,j]acridine","3,4-DHD",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,Oc1ccc2c(ccc3nc4ccc5ccccc5c4cc32)c1O,MetXBioDB
"Dibenz[a,j]acridine","1,2-DHD",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,Oc1ccc2ccc3nc4ccc5ccccc5c4cc3c2c1O,MetXBioDB
"Dibenz[a,j]acridine","5,6-DHD",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,Oc1c(O)c2nc3ccc4ccccc4c3cc2c2ccccc12,MetXBioDB
"Methyl N,N-diethyldithiocarbamate",MeDDC sulfine ,CCN(CC)C(=S)SC,CCN(CC)C(SC)=S=O,MetXBioDB
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12,MetXBioDB
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccc3ccccc3c2c(C)c2ccc(O)c(O)c12,MetXBioDB
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1c(O)c(O)ccc12,MetXBioDB
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1ccc(O)cc12,MetXBioDB
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,MetXBioDB
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(CO)c2c1ccc1ccccc12,MetXBioDB
DMXAA,6-Hydroxy-MXAA,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,MetXBioDB
4-(Aminomethyl)-7-methoxycoumarin,7-hydroxy-4-(aminomethyl)-coumarin (HAMC),COc1ccc2c(CN)cc(=O)oc2c1,NCc1cc(=O)oc2cc(O)ccc12,MetXBioDB
Nitrosodiethylamine,N-Nitrosomonoethylamine,CCN(CC)N=O,CCN=NO,MetXBioDB
N-Nitrosodimethylamine,N-Nitroso-N-methyl-N-hydroxymethylamine,CN(C)N=O,CN(CO)N=O,MetXBioDB
N-Nitrosodimethylamine,N-Nitrosomethylamine,CN(C)N=O,CN=NO,MetXBioDB
NNK,,CN(CCCC(=O)c1cccnc1)N=O,O=NN(CO)CCCC(=O)c1cccnc1,MetXBioDB
DEET,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(CO)c1,MetXBioDB
DEET,,CCN(CC)C(=O)c1cccc(C)c1,CCN(CCO)C(=O)c1cccc(C)c1,MetXBioDB
"dibenzo(a,h)anthracene","dibenzo(a,h)anthracene 1,2-epoxide",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,C1=CC2OC2c2c1ccc1cc3c(ccc4ccccc43)cc21,MetXBioDB
"dibenzo(a,h)anthracene","dibenzo(a,h)anthracene 3,4-epoxide",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,C1=Cc2ccc3cc4c5c(ccc4cc3c2CC1)C1OC1C=C5,MetXBioDB
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCCNC2)n1,MetXBioDB
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCC[N+](C)([O-])C2)n1,MetXBioDB
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CN1CCC=C(c2nn[nH]n2)C1,MetXBioDB
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCC=[N+](C)C2)n1,MetXBioDB
O-isopropyl acetaminophen,Acetaminophen,CC(O)=Nc1ccc(OC(C)C)cc1,CC(O)=Nc1ccc(O)cc1,MetXBioDB
O-isopropyl acetaminophen,,CC(O)=Nc1ccc(OC(C)C)cc1,COc1ccc(N=CO)cc1,MetXBioDB
p-Methoxyacetanilide,"p-Methoxyacetanilide, O-demethyl-",COc1ccc(N=C(C)O)cc1,CC(O)=Nc1ccc(O)cc1,MetXBioDB
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CCN=c1nc(NC(C)(C)C)[nH]c(S(C)=O)n1,MetXBioDB
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CSc1nc(=NC(C)O)nc(NC(C)(C)C)[nH]1,MetXBioDB
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CCN=c1nc(NC(C)(C)CO)[nH]c(SC)n1,MetXBioDB
MNAN,,CCCCCN(C)N=O,CCCCCN(CO)N=O,MetXBioDB
MNAN,,CCCCCN(C)N=O,CC(O)CCCN(C)N=O,MetXBioDB
NDPA,Alpha-OH NDPA,CCCN(CCC)N=O,CCCN(N=O)C(O)CC,MetXBioDB
NDPA,Dipropylimine,CCCN(CCC)N=O,CCCNCCC,MetXBioDB
NPYR,,O=NN1CCCC1,O=NN1CCCC1O,MetXBioDB
butadiene,butadiene_monoxide,C=CC=C,C=CC1CO1,MetXBioDB
butadiene,3-buten-2-one,C=CC=C,C=CC(C)=O,MetXBioDB
RP73401,,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCCC1,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCC(O)C1,MetXBioDB
sulfinpyrazone_sulfide,Sulfinpyrazone,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MetXBioDB
sulfinpyrazone_sulfide,,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccc(O)cc2)N1c1ccccc1,MetXBioDB
sulfinpyrazone_sulfide,,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CCS(=O)c2ccc(O)cc2)C(=O)N(c2ccccc2)N1c1ccccc1,MetXBioDB
Proguanil,Cycloguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)cc1,MetXBioDB
Proguanil,4-Chlorophenylbiguanide,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,N=C(N)NC(=N)Nc1ccc(Cl)cc1,MetXBioDB
4_nitro_phenol,4-nitrocatechol (4NC) ,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)c(O)c1,MetXBioDB
"7,8-Dihydrobenzo[a]pyrene-7,8-diol",,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45,MetXBioDB
Furametpyr,,Cc1nn(C)c(Cl)c1C(O)=Nc1cccc2c1C(C)OC2(C)C,Cc1[nH]nc(Cl)c1C(O)=Nc1cccc2c1C(C)OC2(C)C,MetXBioDB
Bioresmethrin,BFA,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,OCc1coc(Cc2ccccc2)c1,MetXBioDB
TRANS-PERMETHRIN,(3-Phenoxyphenyl)methanol,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,OCc1cccc(Oc2ccccc2)c1,MetXBioDB
LOSIGAMONE,,COC1=CC(=O)OC1C(O)c1ccccc1Cl,COC1=CC(=O)OC1C(O)c1ccc(O)cc1Cl,MetXBioDB
LOSIGAMONE,,COC1=CC(=O)OC1C(O)c1ccccc1Cl,COC1=CC(=O)OC1C(O)c1cc(O)ccc1Cl,MetXBioDB
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C,MetXBioDB
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,MetXBioDB
Verapamil,Norverapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,MetXBioDB
Verapamil,D-702,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1cc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O,MetXBioDB
Verapamil,M9 (D-703),COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1cc(C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O,MetXBioDB
Verapamil,D-617,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,MetXBioDB
Verapamil,"2-(3,4-dimethoxyphenyl)acetaldehyde",COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CC=O)cc1OC,MetXBioDB
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C,MetXBioDB
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)O,MetXBioDB
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COCC(=O)N(c1c(C)ccc(O)c1C)C(C)C(=O)OC,MetXBioDB
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COCC(=O)N(c1c(C)cccc1CO)C(C)C(=O)OC,MetXBioDB
demethylmetalaxyl,,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C,Cc1cccc(C)c1N(C(=O)CO)C(C)C(=O)O,MetXBioDB
L-775606,,Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,OC(CN1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1cccc(F)c1,MetXBioDB
L-775606,,Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,c1cc2[nH]cc(CCCN3CCNCC3)c2cc1-n1cnnc1,MetXBioDB
Bufuralol,4-Hydroxybufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1ccc(O)c2cc(C(O)CNC(C)(C)C)oc12,MetXBioDB
Bufuralol,6-Hydroxubufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1c(O)ccc2cc(C(O)CNC(C)(C)C)oc12,MetXBioDB
Bufuralol,1'2'-Ethenylbufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,C=Cc1cccc2cc(C(O)CNC(C)(C)C)oc12,MetXBioDB
Deltamethrin,4'-OH-deltamethrin,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccc(O)cc3)c2)[C@@H]1C=C(Br)Br,MetXBioDB
(1S)-trans-Cyfluthrin,,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OC(C#N)c1ccc(F)c(Oc2ccc(O)cc2)c1,MetXBioDB
Bexarotene,6-hydroxy-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)C(O)CC2(C)C,MetXBioDB
Bexarotene,7-hydroxy-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CC(O)C2(C)C,MetXBioDB
Bexarotene,7-oxo-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)C(=O)CC2(C)C,MetXBioDB
Bexarotene,7-oxo-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CC(=O)C2(C)C,MetXBioDB
Dolasetron,Reduced dolasetron,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3O)c1c[nH]c2ccccc12,MetXBioDB
Halothane ,Trifluoroacetyl chloride,FC(F)(F)C(Cl)Br,O=C(Cl)C(F)(F)F,MetXBioDB
Halothane ,chlorotrifluoroethane,FC(F)(F)C(Cl)Br,FC(F)(F)CCl,MetXBioDB
Halothane ,chlorodifluoroethene,FC(F)(F)C(Cl)Br,FC(F)=CCl,MetXBioDB
delta-9-Tetrahydrocannabinol,11-OH-delata-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(CO)=C[C@@H]21,MetXBioDB
delta-9-Tetrahydrocannabinol,7-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1[C@@H](O)CC(C)=C[C@@H]21,MetXBioDB
delta-9-Tetrahydrocannabinol,7alpha-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@H](O)CC(C)=C[C@@H]21,MetXBioDB
delta-9-Tetrahydrocannabinol,8-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC(O)C(C)=C[C@@H]21,MetXBioDB
delta-9-Tetrahydrocannabinol,8alpha-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1C[C@@H](O)C(C)=C[C@@H]21,MetXBioDB
S-Bioallethrin,,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(/C)CO)C2(C)C)CC1=O,MetXBioDB
Droloxifene,,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1cccc(O)c1)c1ccccc1,MetXBioDB
VINYL CHLORIDE,,C=CCl,ClC1CO1,MetXBioDB
Artesunate,,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,C[C@H]1[C@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,MetXBioDB
Rupatadine,,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,MetXBioDB
RL-3142,,CN(C)c1ccc(/C=C/C(=O)c2ccc(-n3ccnc3)cc2)cc1,CNc1ccc(/C=C/C(=O)c2ccc(-n3ccnc3)cc2)cc1,MetXBioDB
Erlotinib,2Ã¢â‚¬Â({4Ã¢â‚¬Â[(3Ã¢â‚¬Âethynylphenyl)amino]Ã¢â‚¬Â6Ã¢â‚¬Â(2Ã¢â‚¬Âmethoxyethoxy)quinazolinÃ¢â‚¬Â7Ã¢â‚¬Âyl}oxy)ethanÃ¢â‚¬Â1Ã¢â‚¬Âol,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,MetXBioDB
zafirlukast,cyclopentyl NÃ¢â‚¬Â[1Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)indolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(O)=NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N=C(O)OC3CCCC3)cc12,COc1cc(C(O)=NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(N=C(O)OC3CCCC3)cc12,MetXBioDB
zafirlukast,3Ã¢â‚¬Âhydroxycyclopentyl NÃ¢â‚¬Â[3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)Ã¢â‚¬Â1Ã¢â‚¬ÂmethylindolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(O)=NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N=C(O)OC3CCCC3)cc12,COc1cc(C(O)=NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N=C(O)OC3CCC(O)C3)cc12,MetXBioDB
zaleplon,Dementhylazed-zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CC(O)=Nc1cccc(-c2ccnc3c(C#N)cnn23)c1,MetXBioDB
zatosetron,,CN1[C@@H]2CC[C@H]1CC(N=C(O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,CC1(C)Cc2cc(Cl)cc(C(O)=NC3CC4CCC(C3)N4)c2O1,MetXBioDB
zatosetron,,CN1[C@@H]2CC[C@H]1CC(N=C(O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,CC1(C)Cc2cc(Cl)cc(C(O)=NC3CC4CCC(C3)[N+]4(C)[O-])c2O1,MetXBioDB
zatosetron,,CN1[C@@H]2CC[C@H]1CC(N=C(O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,CN1C2CCC1CC(N=C(O)c1cc(Cl)cc3c1OC(C)(C)C3O)C2,MetXBioDB
zinc02949712,HFC(7-hydroxy-4-trifluoromethylcoumarin),CCCCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB
zinc03978059,free cortisol,C[C@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,MetXBioDB
